"continent","iso","admin_0","admin_1","t_lci","t_med","t_uci","scenario"
"Africa","MOZ","Mozambique","Niassa","18.2","18.1","18","Central"
"Africa","MOZ","Mozambique","Sofala","12.2","12.1","12","Central"
"Africa","MOZ","Mozambique","Tete","12","11.9","11.8","Central"
"Africa","MOZ","Mozambique","Zambezia","16.4","16.3","16.2","Central"
"Africa","MRT","Mauritania","Assaba","40+","40+","40+","Central"
"Africa","MRT","Mauritania","Brakna","40+","40+","40+","Central"
"Africa","MRT","Mauritania","Gorgol","40+","40+","40+","Central"
"Africa","MRT","Mauritania","Guidimakha","40+","40+","40+","Central"
"Africa","MRT","Mauritania","Hodh Ech Chargi","40+","40+","40+","Central"
"Africa","MRT","Mauritania","Hodh El Gharbi","40+","40+","40+","Central"
"Africa","MRT","Mauritania","Nouakchott","40+","40+","40+","Central"
"Africa","MRT","Mauritania","Tagant","40+","40+","40+","Central"
"Africa","MRT","Mauritania","Trarza","40+","40+","40+","Central"
"Africa","MWI","Malawi","Central Region","12.8","12.6","12.5","Central"
"Africa","MWI","Malawi","Northern Region","9.9","9.7","9.6","Central"
"Africa","MWI","Malawi","Southern Region","18.4","18.2","18","Central"
"Africa","NAM","Namibia","Erongo","16.6","15.7","14.9","Central"
"Africa","NAM","Namibia","Kavango","18.4","17.6","17","Central"
"Africa","NAM","Namibia","Khomas","19.2","18.2","17.2","Central"
"Africa","NAM","Namibia","Kunene","18.7","18","17.2","Central"
"Africa","NAM","Namibia","Ohangwena","16.9","16.2","15.6","Central"
"Africa","NAM","Namibia","Omaheke","16.5","15.7","14.9","Central"
"Africa","NAM","Namibia","Omusati","15.9","15.3","14.7","Central"
"Africa","NAM","Namibia","Oshana","15.8","15.1","14.5","Central"
"Africa","NAM","Namibia","Oshikoto","18.2","17.4","16.8","Central"
"Africa","NAM","Namibia","Otjozondjupa","19.2","18.5","17.8","Central"
"Africa","NAM","Namibia","Zambezi","17.7","17","16.4","Central"
"Africa","NER","Niger","Agadez","38.9","36.9","35.2","Central"
"Africa","NER","Niger","Diffa",NA,"39.9","38.7","Central"
"Africa","NER","Niger","Dosso","40+","40+","40+","Central"
"Africa","NER","Niger","Maradi","39","38.5","37.9","Central"
"Africa","NER","Niger","Niamey","39.8","39.2","38.6","Central"
"Africa","NER","Niger","Tahoua","40+","40+","40+","Central"
"Africa","NER","Niger","Tillabery","40+","40+","40+","Central"
"Africa","NER","Niger","Zinder","40+","40+","40+","Central"
"Africa","NGA","Nigeria","Abia","23.7","23.6","23.5","Central"
"Africa","NGA","Nigeria","Abuja","26.8","26.6","26.4","Central"
"Africa","NGA","Nigeria","Adamawa","32.3","32","31.7","Central"
"Africa","NGA","Nigeria","Akwa Ibom","32.6","32.4","32.2","Central"
"Africa","NGA","Nigeria","Anambra","19.6","19.4","19.2","Central"
"Africa","NGA","Nigeria","Bauchi","36.4","36.1","35.9","Central"
"Africa","NGA","Nigeria","Bayelsa","30.6","30.3","30.1","Central"
"Africa","NGA","Nigeria","Benue","25.7","25.5","25.3","Central"
"Africa","NGA","Nigeria","Borno","35.3","34.9","34.5","Central"
"Africa","NGA","Nigeria","Cross River","32.5","32.2","32","Central"
"Africa","NGA","Nigeria","Delta","31.4","31.1","30.8","Central"
"Africa","NGA","Nigeria","Ebonyi","24.4","24.3","24.2","Central"
"Africa","NGA","Nigeria","Edo","32.4","32.1","31.8","Central"
"Africa","NGA","Nigeria","Ekiti","32","31.8","31.7","Central"
"Africa","NGA","Nigeria","Enugu","21","20.8","20.6","Central"
"Africa","NGA","Nigeria","Gombe","36.1","35.8","35.6","Central"
"Africa","NGA","Nigeria","Imo","22.9","22.8","22.7","Central"
"Africa","NGA","Nigeria","Jigawa","33.3","33.1","32.9","Central"
"Africa","NGA","Nigeria","Kaduna","30.8","30.6","30.4","Central"
"Africa","NGA","Nigeria","Kano","32.8","32.6","32.4","Central"
"Africa","NGA","Nigeria","Katsina","31.2","30.9","30.6","Central"
"Africa","NGA","Nigeria","Kebbi","31.2","31","30.8","Central"
"Africa","NGA","Nigeria","Kogi","27.7","27.5","27.4","Central"
"Africa","NGA","Nigeria","Kwara","27.8","27.7","27.5","Central"
"Africa","NGA","Nigeria","Lagos","26.5","26.1","25.6","Central"
"Africa","NGA","Nigeria","Nassarawa","27.3","27.1","26.9","Central"
"Africa","NGA","Nigeria","Niger","28.1","27.9","27.8","Central"
"Africa","NGA","Nigeria","Ogun","29.2","29","28.7","Central"
"Africa","NGA","Nigeria","Ondo","31","30.9","30.7","Central"
"Africa","NGA","Nigeria","Osun","31.2","31","30.9","Central"
"Africa","NGA","Nigeria","Oyo","30.2","30","29.9","Central"
"Africa","NGA","Nigeria","Plateau","27.6","27.4","27.2","Central"
"Africa","NGA","Nigeria","Rivers","30.6","30.3","30","Central"
"Africa","NGA","Nigeria","Sokoto","29.2","28.9","28.6","Central"
"Africa","NGA","Nigeria","Taraba","32.5","32.3","32","Central"
"Africa","NGA","Nigeria","Yobe","35.6","35.2","34.8","Central"
"Africa","NGA","Nigeria","Zamfara","28.7","28.4","28.2","Central"
"Africa","RWA","Rwanda","Eastern Province","0","0","0","Central"
"Africa","RWA","Rwanda","Kigali City","0","0","0","Central"
"Africa","RWA","Rwanda","Northern Province","9.9","9.5","9.2","Central"
"Africa","RWA","Rwanda","Southern Province","5.2","5","4.8","Central"
"Africa","RWA","Rwanda","Western Province","11.8","11.3","10.8","Central"
"Africa","SDN","Sudan","Abyei PCA Area","14.1","13.8","13.5","Central"
"Africa","SDN","Sudan","Blue Nile","15.4","15","14.7","Central"
"Africa","SDN","Sudan","Central Darfur","15.4","15.1","14.7","Central"
"Africa","SDN","Sudan","East Darfur","11.7","11.4","11.2","Central"
"Africa","SDN","Sudan","El Gazira","20.9","20","19.2","Central"
"Africa","SDN","Sudan","Gedaref","10.4","10","9.7","Central"
"Africa","SDN","Sudan","Kassala","14.8","14.2","13.7","Central"
"Africa","SDN","Sudan","Khartoum","18.4","17.6","16.8","Central"
"Africa","SDN","Sudan","North Darfur","13","12.6","12.3","Central"
"Africa","SDN","Sudan","North Kordofan","13.5","13","12.6","Central"
"Africa","SDN","Sudan","Northern","6.8","6.6","6.4","Central"
"Africa","SDN","Sudan","Red Sea","11.5","11","10.6","Central"
"Africa","SDN","Sudan","River Nile","14","13.4","12.9","Central"
"Africa","SDN","Sudan","Sennar","16.7","16.1","15.6","Central"
"Africa","SDN","Sudan","South Darfur","14.2","13.9","13.6","Central"
"Africa","SDN","Sudan","South Kordofan","11.1","10.8","10.6","Central"
"Africa","SDN","Sudan","West Darfur","21.2","20.4","19.7","Central"
"Africa","SDN","Sudan","West Kordofan","13.2","12.9","12.6","Central"
"Africa","SDN","Sudan","White Nile","18.1","17.4","16.8","Central"
"Africa","SEN","Senegal","Dakar","40+","40+","40+","Central"
"Africa","SEN","Senegal","Diourbel","40+","40+","40+","Central"
"Africa","SEN","Senegal","Fatick","40+","40+","40+","Central"
"Africa","SEN","Senegal","Kaffrine","40+","40+","40+","Central"
"Africa","SEN","Senegal","Kaolack","40+","40+","40+","Central"
"Africa","SEN","Senegal","Kedougou","40+","40+","40+","Central"
"Africa","SEN","Senegal","Kolda","40+","40+","40+","Central"
"Africa","SEN","Senegal","Louga","40+","40+","40+","Central"
"Africa","SEN","Senegal","Matam","40+","40+","40+","Central"
"Africa","SEN","Senegal","Saint-Louis","40+","40+","40+","Central"
"Africa","SEN","Senegal","Sedhiou","40+","40+","40+","Central"
"Africa","SEN","Senegal","Tambacounda","40+","40+","40+","Central"
"Africa","SEN","Senegal","Thies","40+","40+","40+","Central"
"Africa","SEN","Senegal","Ziguinchor","40+","40+","40+","Central"
"Africa","SLE","Sierra Leone","Eastern","15.6","15.5","15.4","Central"
"Africa","SLE","Sierra Leone","Northern","18.9","18.8","18.7","Central"
"Africa","SLE","Sierra Leone","Southern","16.7","16.7","16.6","Central"
"Africa","SLE","Sierra Leone","Western Area","13.3","13.2","13","Central"
"Africa","SOM","Somalia","Awdal","40+","40+","40+","Central"
"Africa","SOM","Somalia","Bakool","40+","40+","40+","Central"
"Africa","SOM","Somalia","Banadir","40+","40+","40+","Central"
"Africa","SOM","Somalia","Bari","40+","40+","40+","Central"
"Africa","SOM","Somalia","Bay","40+","40+","40+","Central"
"Africa","SOM","Somalia","Galgaduud","40+","40+","40+","Central"
"Africa","SOM","Somalia","Gedo","40+","40+","40+","Central"
"Africa","SOM","Somalia","Hiraan","40+","40+","40+","Central"
"Africa","SOM","Somalia","Juba Dhexe","40+","40+","40+","Central"
"Africa","SOM","Somalia","Juba Hoose","40+","40+","40+","Central"
"Africa","SOM","Somalia","Mudug","40+","40+","40+","Central"
"Africa","SOM","Somalia","Nugaal","40+","40+","40+","Central"
"Africa","SOM","Somalia","Sanaag","40+","40+","40+","Central"
"Africa","SOM","Somalia","Shabelle Dhexe","40+","40+","40+","Central"
"Africa","SOM","Somalia","Shabelle Hoose","40+","40+","40+","Central"
"Africa","SOM","Somalia","Sool","40+","40+","40+","Central"
"Africa","SOM","Somalia","Togdheer","40+","40+","40+","Central"
"Africa","SOM","Somalia","Woqooyi Galbeed","40+","40+","40+","Central"
"Africa","SSD","South Sudan","Central Equatoria","40+","40+","40+","Central"
"Africa","SSD","South Sudan","Eastern Equatoria","37.2","36.8","36.4","Central"
"Africa","SSD","South Sudan","El Buheyrat","40+","40+","40+","Central"
"Africa","SSD","South Sudan","Jonglei","40+","40+","40+","Central"
"Africa","SSD","South Sudan","Northern Bahr El Ghazal","40+","40+","40+","Central"
"Africa","SSD","South Sudan","Unity","40+","40+","40+","Central"
"Africa","SSD","South Sudan","Upper Nile","40+","40+","40+","Central"
"Africa","SSD","South Sudan","Warab","40+","40+","40+","Central"
"Africa","SSD","South Sudan","Western Bahr El Ghazal","40+","40+","40+","Central"
"Africa","SSD","South Sudan","Western Equatoria","40+","40+","40+","Central"
"Africa","SWZ","Swaziland","Hhohho","23.2","21.5","20.1","Central"
"Africa","SWZ","Swaziland","Lubombo","21.5","20","18.7","Central"
"Africa","SWZ","Swaziland","Shiselweni","24.2","22.4","20.8","Central"
"Africa","TCD","Chad","Barh el Ghazel","40+","40+","40+","Central"
"Africa","TCD","Chad","Batha","40+","40+","40+","Central"
"Africa","TCD","Chad","Borkou","10.1","9.6","9.2","Central"
"Africa","TCD","Chad","Chari-Baguirmi","40+","40+","40+","Central"
"Africa","TCD","Chad","Ennedi Est","31.4","29.5","27.9","Central"
"Africa","TCD","Chad","Ennedi Ouest","29.6","27.8","26.2","Central"
"Africa","TCD","Chad","Guera","40+","40+","40+","Central"
"Africa","TCD","Chad","Hadjer-Lamis","40+","40+","40+","Central"
"Africa","TCD","Chad","Kanem","40+","40+","40+","Central"
"Africa","TCD","Chad","Lac","40+","40+","40+","Central"
"Africa","TCD","Chad","Logone Occidental","40+","40+","40+","Central"
"Africa","TCD","Chad","Logone Oriental","40+","40+","40+","Central"
"Africa","TCD","Chad","Mandoul","40+","40+","40+","Central"
"Africa","TCD","Chad","Mayo-Kebbi Est","40+","40+","40+","Central"
"Africa","TCD","Chad","Mayo-Kebbi Ouest","40+","40+","40+","Central"
"Africa","TCD","Chad","Moyen-Chari","40+","40+","40+","Central"
"Africa","TCD","Chad","Ouaddai","40+","40+","40+","Central"
"Africa","TCD","Chad","Salamat","40+","40+","40+","Central"
"Africa","TCD","Chad","Sila","40+","40+","40+","Central"
"Africa","TCD","Chad","Tandjile","40+","40+","40+","Central"
"Africa","TCD","Chad","Tibesti","9.6","9","8.5","Central"
"Africa","TCD","Chad","Ville de N'Djamena","40+","40+","40+","Central"
"Africa","TCD","Chad","Wadi Fira","40+","40+","40+","Central"
"Africa","TGO","Togo","Centrale","18.6","18.5","18.3","Central"
"Africa","TGO","Togo","Kara","19.1","18.9","18.7","Central"
"Africa","TGO","Togo","Maritime","28.4","27.8","27.2","Central"
"Africa","TGO","Togo","Plateaux","21","20.8","20.6","Central"
"Africa","TGO","Togo","Savanes","20.7","20.4","20.2","Central"
"Africa","TZA","Tanzania","Arusha","6.8","6.7","6.6","Central"
"Africa","TZA","Tanzania","Dar-es-salaam","6.2","6.1","6","Central"
"Africa","TZA","Tanzania","Dodoma","8.8","8.7","8.5","Central"
"Africa","TZA","Tanzania","Geita","7.1","6.9","6.8","Central"
"Africa","TZA","Tanzania","Iringa","6.1","6","5.9","Central"
"Africa","TZA","Tanzania","Kagera","7.1","7","6.8","Central"
"Africa","TZA","Tanzania","Kaskazini Pemba","5.5","5.4","5.3","Central"
"Africa","TZA","Tanzania","Kaskazini Unguja","5.2","5.1","5","Central"
"Africa","TZA","Tanzania","Katavi","5.8","5.8","5.7","Central"
"Africa","TZA","Tanzania","Kigoma","11.4","11.3","11.1","Central"
"Africa","TZA","Tanzania","Kilimanjaro","6.4","6.3","6.2","Central"
"Africa","TZA","Tanzania","Kusini Pemba","5.5","5.4","5.3","Central"
"Africa","TZA","Tanzania","Kusini Unguja","7.2","7.1","7","Central"
"Africa","TZA","Tanzania","Lindi","6.3","6.2","6.1","Central"
"Africa","TZA","Tanzania","Manyara","7.7","7.6","7.4","Central"
"Africa","TZA","Tanzania","Mara","5.6","5.4","5.3","Central"
"Africa","TZA","Tanzania","Mbeya","6.4","6.3","6.3","Central"
"Africa","TZA","Tanzania","Mjini Magharibi","5.2","5.1","5","Central"
"Africa","TZA","Tanzania","Morogoro","8.6","8.4","8.3","Central"
"Africa","TZA","Tanzania","Mtwara","8.8","8.7","8.6","Central"
"Africa","TZA","Tanzania","Mwanza","7.7","7.6","7.5","Central"
"Africa","TZA","Tanzania","Njombe","6.3","6.2","6.1","Central"
"Africa","TZA","Tanzania","Pwani","11.1","10.9","10.7","Central"
"Africa","TZA","Tanzania","Rukwa","5.8","5.7","5.6","Central"
"Africa","TZA","Tanzania","Ruvuma","8.6","8.5","8.4","Central"
"Africa","TZA","Tanzania","Shinyanga","6.9","6.8","6.7","Central"
"Africa","TZA","Tanzania","Simiyu","6.4","6.3","6.2","Central"
"Africa","TZA","Tanzania","Singida","8.8","8.7","8.5","Central"
"Africa","TZA","Tanzania","Tabora","7.9","7.8","7.7","Central"
"Africa","TZA","Tanzania","Tanga","8.7","8.6","8.4","Central"
"Africa","UGA","Uganda","Abim","14.2","14.1","14.1","Central"
"Africa","UGA","Uganda","Adjumani","7.7","7.6","7.5","Central"
"Africa","UGA","Uganda","Agago","0","0","0","Central"
"Africa","UGA","Uganda","Alebtong","8.6","8.5","8.5","Central"
"Africa","UGA","Uganda","Amolatar","9.8","9.7","9.7","Central"
"Africa","UGA","Uganda","Amudat","9.1","9","9","Central"
"Africa","UGA","Uganda","Amuria","12.8","12.7","12.7","Central"
"Africa","UGA","Uganda","Amuru","11.3","11.2","11.2","Central"
"Africa","UGA","Uganda","Apac","13","13","13","Central"
"Africa","UGA","Uganda","Arua","8","8","7.9","Central"
"Africa","UGA","Uganda","Budaka","9.5","9.5","9.4","Central"
"Africa","UGA","Uganda","Bududa","7.3","7.2","7.1","Central"
"Africa","UGA","Uganda","Bugiri","10.6","10.5","10.5","Central"
"Africa","UGA","Uganda","Buhweju","4","3.9","3.9","Central"
"Africa","UGA","Uganda","Buikwe","4.9","4.9","4.8","Central"
"Africa","UGA","Uganda","Bukedea","10.2","10.2","10.1","Central"
"Africa","UGA","Uganda","Bukomansimbi","5.5","5.5","5.4","Central"
"Africa","UGA","Uganda","Bukwo","5.7","5.6","5.5","Central"
"Africa","UGA","Uganda","Bulambuli","7.6","7.6","7.5","Central"
"Africa","UGA","Uganda","Buliisa","8.3","8.3","8.2","Central"
"Africa","UGA","Uganda","Bundibugyo","6","6","5.9","Central"
"Africa","UGA","Uganda","Bushenyi","4.7","4.7","4.6","Central"
"Africa","UGA","Uganda","Busia","14.8","14.7","14.7","Central"
"Africa","UGA","Uganda","Butaleja","9.7","9.7","9.6","Central"
"Africa","UGA","Uganda","Butambala","4.8","4.8","4.7","Central"
"Africa","UGA","Uganda","Buvuma","6.7","6.7","6.7","Central"
"Africa","UGA","Uganda","Buyende","8.4","8.4","8.3","Central"
"Africa","UGA","Uganda","Dokolo","8.1","8.1","8","Central"
"Africa","UGA","Uganda","Gomba","5.2","5.1","5.1","Central"
"Africa","UGA","Uganda","Gulu","3.7","3.7","3.7","Central"
"Africa","UGA","Uganda","Hoima","6.4","6.3","6.3","Central"
"Africa","UGA","Uganda","Ibanda","4.7","4.6","4.6","Central"
"Africa","UGA","Uganda","Iganga","9.5","9.5","9.5","Central"
"Africa","UGA","Uganda","Isingiro","4.7","4.6","4.6","Central"
"Africa","UGA","Uganda","Jinja","12.2","12.1","12.1","Central"
"Africa","UGA","Uganda","Kaabong","4","4","4","Central"
"Africa","UGA","Uganda","Kabale","3","2.9","2.8","Central"
"Africa","UGA","Uganda","Kabarole","6.5","6.4","6.4","Central"
"Africa","UGA","Uganda","Kaberamaido","10.2","10.2","10.1","Central"
"Africa","UGA","Uganda","Kagadi","6.8","6.7","6.7","Central"
"Africa","UGA","Uganda","Kakumiro","6.9","6.9","6.8","Central"
"Africa","UGA","Uganda","Kaliro","8.8","8.7","8.7","Central"
"Africa","UGA","Uganda","Kalungu","5.3","5.2","5.2","Central"
"Africa","UGA","Uganda","Kampala","5.2","5.2","5.1","Central"
"Africa","UGA","Uganda","Kamuli","9","9","8.9","Central"
"Africa","UGA","Uganda","Kamwenge","6.6","6.6","6.5","Central"
"Africa","UGA","Uganda","Kanungu","7.2","7.1","7","Central"
"Africa","UGA","Uganda","Kapchorwa","8.2","8.1","8.1","Central"
"Africa","UGA","Uganda","Kasese","6.2","6.1","6","Central"
"Africa","UGA","Uganda","Katakwi","3.4","3.4","3.4","Central"
"Africa","UGA","Uganda","Kayunga","6.6","6.5","6.5","Central"
"Africa","UGA","Uganda","Kibaale","6.6","6.5","6.5","Central"
"Africa","UGA","Uganda","Kiboga","4.3","4.3","4.3","Central"
"Africa","UGA","Uganda","Kibuku","9.7","9.7","9.6","Central"
"Africa","UGA","Uganda","Kiryandongo","9.9","9.9","9.8","Central"
"Africa","UGA","Uganda","Kisoro","3.3","3.2","3.1","Central"
"Africa","UGA","Uganda","Kitgum","11.6","11.6","11.6","Central"
"Africa","UGA","Uganda","Koboko","7.5","7.5","7.4","Central"
"Africa","UGA","Uganda","Kole","3.5","3.5","3.5","Central"
"Africa","UGA","Uganda","Kotido","12.2","12.1","12.1","Central"
"Africa","UGA","Uganda","Kumi","11","11","11","Central"
"Africa","UGA","Uganda","Kween","6.1","6","5.9","Central"
"Africa","UGA","Uganda","Kyankwanzi","4.7","4.7","4.6","Central"
"Africa","UGA","Uganda","Kyegegwa","7.5","7.4","7.4","Central"
"Africa","UGA","Uganda","Kyenjojo","6.9","6.8","6.8","Central"
"Africa","UGA","Uganda","Lamwo","0","0","0","Central"
"Africa","UGA","Uganda","Lira","9.8","9.8","9.8","Central"
"Africa","UGA","Uganda","Luuka","9.3","9.3","9.3","Central"
"Africa","UGA","Uganda","Luwero","5.4","5.3","5.3","Central"
"Africa","UGA","Uganda","Lwengo","5.8","5.7","5.7","Central"
"Africa","UGA","Uganda","Lyantonde","6","6","5.9","Central"
"Africa","UGA","Uganda","Manafwa","7.3","7.3","7.2","Central"
"Africa","UGA","Uganda","Maracha","6.4","6.4","6.3","Central"
"Africa","UGA","Uganda","Masaka","5.7","5.7","5.6","Central"
"Africa","UGA","Uganda","Masindi","7","7","6.9","Central"
"Africa","UGA","Uganda","Mayuge","9.5","9.5","9.4","Central"
"Africa","UGA","Uganda","Mbale","7.6","7.5","7.5","Central"
"Africa","UGA","Uganda","Mbarara","4.7","4.6","4.6","Central"
"Africa","UGA","Uganda","Mitooma","4.9","4.9","4.8","Central"
"Africa","UGA","Uganda","Mityana","4.2","4.1","4.1","Central"
"Africa","UGA","Uganda","Moroto","9.2","9.2","9.2","Central"
"Africa","UGA","Uganda","Moyo","6.6","6.6","6.5","Central"
"Africa","UGA","Uganda","Mpigi","4.8","4.7","4.7","Central"
"Africa","UGA","Uganda","Mubende","4.1","4.1","4.1","Central"
"Africa","UGA","Uganda","Mukono","4.7","4.6","4.6","Central"
"Africa","UGA","Uganda","Nakapiripirit","10.9","10.9","10.8","Central"
"Africa","UGA","Uganda","Nakaseke","0.5","0.5","0.5","Central"
"Africa","UGA","Uganda","Nakasongola","6.2","6.2","6.1","Central"
"Africa","UGA","Uganda","Namayingo","12.3","12.3","12.3","Central"
"Africa","UGA","Uganda","Namutumba","9","8.9","8.9","Central"
"Africa","UGA","Uganda","Napak","12.1","12","12","Central"
"Africa","UGA","Uganda","Nebbi","9.9","9.8","9.8","Central"
"Africa","UGA","Uganda","Ngora","10.3","10.3","10.2","Central"
"Africa","UGA","Uganda","Ntoroko","5.9","5.8","5.7","Central"
"Africa","UGA","Uganda","Ntungamo","4.4","4.3","4.2","Central"
"Africa","UGA","Uganda","Nwoya","11.6","11.5","11.5","Central"
"Africa","UGA","Uganda","Omoro","13.4","13.3","13.3","Central"
"Africa","UGA","Uganda","Otuke","10.2","10.1","10.1","Central"
"Africa","UGA","Uganda","Oyam","1.6","1.6","1.6","Central"
"Africa","UGA","Uganda","Pader","13.2","13.2","13.1","Central"
"Africa","UGA","Uganda","Pallisa","9.6","9.6","9.5","Central"
"Africa","UGA","Uganda","Rakai","5.9","5.8","5.8","Central"
"Africa","UGA","Uganda","Rubanda","3.2","3","2.9","Central"
"Africa","UGA","Uganda","Rubirizi","4.6","4.6","4.5","Central"
"Africa","UGA","Uganda","Rukungiri","5.2","5.2","5.1","Central"
"Africa","UGA","Uganda","Serere","9.3","9.3","9.2","Central"
"Africa","UGA","Uganda","Sheema","4.6","4.6","4.5","Central"
"Africa","UGA","Uganda","Sironko","7.5","7.5","7.4","Central"
"Africa","UGA","Uganda","Soroti","10.8","10.7","10.7","Central"
"Africa","UGA","Uganda","Ssembabule","5.8","5.8","5.8","Central"
"Africa","UGA","Uganda","Tororo","11.9","11.9","11.8","Central"
"Africa","UGA","Uganda","Wakiso","4.9","4.9","4.8","Central"
"Africa","UGA","Uganda","Yumbe","6.8","6.7","6.7","Central"
"Africa","UGA","Uganda","Zombo","9.8","9.8","9.7","Central"
"Africa","ZAF","South Africa","Gauteng","26.1","24.4","22.9","Central"
"Africa","ZAF","South Africa","KwaZulu-Natal","26","24.3","22.8","Central"
"Africa","ZAF","South Africa","Limpopo","26.3","24.6","23.1","Central"
"Africa","ZAF","South Africa","Mpumalanga","26.2","24.4","22.9","Central"
"Africa","ZAF","South Africa","North West","26.1","24.3","22.8","Central"
"Africa","ZMB","Zambia","Central","7","6.9","6.8","Central"
"Africa","ZMB","Zambia","Copperbelt","9.6","9.5","9.4","Central"
"Africa","ZMB","Zambia","Eastern","4.9","4.8","4.7","Central"
"Africa","ZMB","Zambia","Luapula","12.5","12.5","12.4","Central"
"Africa","ZMB","Zambia","Lusaka","7.3","7.1","7","Central"
"Africa","ZMB","Zambia","Muchinga","6.1","6","6","Central"
"Africa","ZMB","Zambia","North-Western","7.8","7.8","7.8","Central"
"Africa","ZMB","Zambia","Northern","10","9.9","9.9","Central"
"Africa","ZMB","Zambia","Southern","6.7","6.6","6.5","Central"
"Africa","ZMB","Zambia","Western","10.5","10.4","10.3","Central"
"Africa","ZWE","Zimbabwe","Bulawayo","39","35.4","32.5","Central"
"Africa","ZWE","Zimbabwe","Harare","40+","40+","40+","Central"
"Africa","ZWE","Zimbabwe","Manicaland","40+","40+","40+","Central"
"Africa","ZWE","Zimbabwe","Mashonaland Central","39.8","37.4","35.5","Central"
"Africa","ZWE","Zimbabwe","Mashonaland East","40+","40+","40+","Central"
"Africa","ZWE","Zimbabwe","Mashonaland West","40+","40+","40+","Central"
"Africa","ZWE","Zimbabwe","Masvingo","40+","40+","40+","Central"
"Africa","ZWE","Zimbabwe","Matabeleland North","38.8","36.2","34.1","Central"
"Africa","ZWE","Zimbabwe","Matabeleland South","37","33.9","31.2","Central"
"Africa","ZWE","Zimbabwe","Midlands","40+","40+","40+","Central"
